Bowler,Bowler Type,Short Type,Average Adjusted Velocity,90th Percentile Adjusted Velocity,Adjusted Velocity Variation,Average Release Height,Middle Percentage,Edge Percentage,Whiff Percentage,Runs per Edge
RS Kishore,LOB,Spin,48.96158566677357,55.29725563778442,11.005716116952833,2.2723476443425077,0.5307086614173229,0.03937007874015748,0.06299212598425197,0.64
N Wagner,LFM,Seam,80.11574306322248,83.82028995811947,9.206662056767328,1.9866655147058823,0.6,0.02857142857142857,0.05714285714285714,1.0
BC Brown,WK,Seam,,,,,0.8181818181818182,0.0,0.045454545454545456,
FS Middleton,ROB,Spin,67.29904681319334,69.85607430000704,6.794982387750764,1.9923021875,0.7777777777777778,0.0,0.05555555555555555,
ME Milnes,RFM,Seam,77.76786942061317,82.98130734581602,11.484955590275916,2.0692704379999998,0.29797979797979796,0.11868686868686869,0.09848484848484848,1.4042553191489362
CG Harrison,RLB,Spin,48.95719227934699,52.27522535644456,6.085189210326135,2.174971810982659,0.803921568627451,0.0784313725490196,0.0392156862745098,0.55
BGF Green,RM,Seam,71.29511402835307,73.79133059443679,4.611017028982914,2.1953282548387096,0.3939393939393939,0.21212121212121213,0.09090909090909091,1.4285714285714286
NN Gilchrist,RFM,Seam,79.90195783276602,84.2779069959611,9.020487608873523,2.1338991841121495,0.6309523809523809,0.08333333333333333,0.13690476190476192,1.5
DAJ Bracewell,RFM,Seam,73.51054958391227,77.18374199728228,7.614575232630116,2.041992379638009,0.674496644295302,0.07046979865771812,0.04697986577181208,2.0
JD Unadkat,LFM,Seam,77.88654303426968,85.39932153899768,14.386290911716856,2.2271756174216026,0.3691275167785235,0.09395973154362416,0.14317673378076062,1.0238095238095237
KHD Barker,LM,Seam,74.63569386790154,80.66896700109966,11.20280140361021,2.245487656994819,0.56,0.055,0.115,0.8181818181818182
BC Fortuin,LOB,Spin,51.263091655029804,59.22688585902042,14.24437022374309,2.255268601428571,0.6923076923076923,0.03418803418803419,0.05982905982905983,0.75
S Ghafari,RLB,Spin,51.255652016366774,54.634337479205264,6.853871587080711,1.98336412890625,0.6903669724770642,0.02522935779816514,0.02981651376146789,1.0909090909090908
DH Lategan,ROB,Spin,48.28758569831167,50.999793357552356,5.100519980238957,2.4112605328358208,0.8876404494382022,0.011235955056179775,0.02247191011235955,1.0
RM Edavalath,ROB,Spin,46.16654461485306,47.79564621500753,3.2623736799806125,2.229885757142857,0.75,0.08333333333333333,0.08333333333333333,2.0
TK Curran,RFM,Seam,75.03972895199617,78.41600704923901,6.12460502163259,2.0716080041666665,0.7254901960784313,0.13725490196078433,0.0196078431372549,0.7142857142857143
MW Sundar,ROB,Spin,52.10362322268011,56.041534977143954,7.577184891381286,2.2256727639024394,0.5954198473282443,0.07251908396946564,0.03816793893129771,0.7894736842105263
LP Goldsworthy,LOB,Spin,47.30528303841303,48.77345203676339,2.8707374491687574,1.9908242235294116,0.4576271186440678,0.11864406779661017,0.03389830508474576,1.0
CE Bennett,RFM,Seam,73.39888374660849,76.82042554677098,6.5187614443675415,2.1560137367816092,0.54421768707483,0.047619047619047616,0.14965986394557823,1.5714285714285714
RD Chahar,RLB,Spin,47.50934919744375,51.322946918853916,8.27404478648021,2.1385536652941175,0.6730038022813688,0.030418250950570342,0.08365019011406843,0.75
RB Albert,LOB,Spin,50.06247267817934,54.72286765078893,7.46134574671575,2.2078139679999995,0.8032786885245902,0.04918032786885246,0.01639344262295082,0.0
