Bowler,ReleaseY External,ReleaseZ External
TAI Taylor,1.1154743,2.1394206
TAI Taylor,1.0623413,2.1362732
TAI Taylor,1.1362787,2.2059557
BMJ Allison,-0.8851393,2.2330039
BMJ Allison,-0.8351089,2.2018686
BMJ Allison,-0.8261327,2.2310749
TAI Taylor,-0.8247931,2.0478222
TAI Taylor,-0.9429966,2.1264366
BMJ Allison,0.7713007,2.2593448
BMJ Allison,0.7755569,2.2714719
TAI Taylor,-0.9595623,2.2496311
TAI Taylor,-0.912852,2.1657985
BMJ Allison,0.8023812,2.2745774
K Shahzad,-0.5995566,2.001014
K Shahzad,-0.5665945,1.9137018
K Shahzad,-0.5175466,1.9997352
BMJ Allison,-0.8967096,2.2181827
BMJ Allison,-0.8285645,2.2796448
K Shahzad,-0.5348305,1.9827949
K Shahzad,-0.6753705,2.0253005
K Shahzad,-0.6722491,1.952824
TAI Taylor,-0.8823245,2.1225574
TAI Taylor,-0.95216,2.14394
OE Robinson,-0.4891118,2.2812259
OE Robinson,-0.5396073,2.2951023
OE Robinson,1.0432514,2.2651857
OE Robinson,1.0995231,2.355387
OE Robinson,-0.7513509,2.294374
OE Robinson,-0.8633996,2.3548771
JD Unadkat,0.9220258,2.3308374
OE Robinson,1.0930494,2.2564829
OE Robinson,1.0752315,2.3402267
OE Robinson,1.0604742,2.332857
OE Robinson,1.0785128,2.3762941
OE Robinson,0.9685623,2.2797883
OE Robinson,0.959683,2.2987663
JD Unadkat,0.9159056,2.3595235
JD Unadkat,0.9058992,2.3636615
JD Unadkat,0.8872795,2.3268157
JD Unadkat,-0.9247665,2.2236965
JD Unadkat,-1.0008667,2.2300491
OE Robinson,-0.652655,2.3178769
OE Robinson,-0.6844295,2.3131053
OE Robinson,-0.5873226,2.2935815
OE Robinson,-0.6024643,2.3299407
OE Robinson,-0.7215541,2.3191001
OE Robinson,-0.5172624,2.2931805
JD Unadkat,-0.9628181,2.2432358
JD Unadkat,0.783516,2.2574696
JD Unadkat,1.2421043,2.3168703
JD Unadkat,0.9582516,2.2214943
OE Robinson,1.0419221,2.3938115
OE Robinson,1.0722734,2.3421423
OE Robinson,0.9941045,2.2902611
OE Robinson,1.0134212,2.3732818
OE Robinson,0.9044475,2.1676316
OE Robinson,1.0887364,2.3406634
JD Unadkat,1.00346,2.2316758
JD Unadkat,0.8504188,2.2202918
OE Robinson,0.9519431,2.3232965
OE Robinson,1.0111114,2.372419
OE Robinson,1.1935976,2.3780067
OE Robinson,1.3306525,2.4517525
OE Robinson,1.0667039,2.3787502
OE Robinson,0.8999278,2.288592
SF Hunt,0.6456121,2.1908939
SF Hunt,0.7438577,2.2217539
SF Hunt,0.6395378,2.1634673
SF Hunt,0.7764833,2.3410403
JD Unadkat,0.8734488,2.2934371
JD Unadkat,0.7868064,2.1830353
JD Unadkat,0.9955489,2.2440329
JD Unadkat,0.8798729,2.298151
JD Unadkat,0.8072855,2.2627572
SF Hunt,0.5970807,2.1983436
SF Hunt,0.6791242,2.2988092
SF Hunt,0.7999502,2.3235008
SF Hunt,0.6797886,2.2103957
SF Hunt,0.6007713,2.1714525
SF Hunt,0.6048966,2.1884629
JD Unadkat,0.8360825,2.1853687
JD Unadkat,1.0906494,2.3268013
JD Unadkat,0.9620441,2.3026357
SF Hunt,0.5313457,2.1993943
SF Hunt,0.5697607,2.2281877
SF Hunt,0.5141869,2.2249121
SF Hunt,0.5757919,2.2959806
JD Unadkat,0.7552288,2.226902
JD Unadkat,1.2806309,2.3257599
JD Unadkat,0.942828,2.2244695
JD Unadkat,0.9027164,2.2300311
JD Unadkat,-1.0433884,2.3580287
JD Unadkat,-0.8213726,2.1543915
SF Hunt,0.6081579,2.21351
SF Hunt,0.6470815,2.2039524
SF Hunt,0.6533936,2.2753325
SF Hunt,0.6095585,2.2092861
SF Hunt,0.5518464,2.2063684
SF Hunt,0.585211,2.1612654
JD Unadkat,-1.000791,2.2832183
JD Unadkat,-1.0363492,2.3003966
JD Unadkat,-1.0654794,2.2861143
JD Unadkat,-0.87388,2.2604314
JD Unadkat,-1.0313857,2.2990799
JD Unadkat,0.7171683,2.2406347
FJ Hudson-Prentice,-0.6063059,2.0793096
FJ Hudson-Prentice,-0.6478534,2.0673929
FJ Hudson-Prentice,-0.61608,2.1021714
FJ Hudson-Prentice,-0.6078559,2.0714824
FJ Hudson-Prentice,-0.5438534,2.1257365
FJ Hudson-Prentice,-0.6150276,2.1237464
OE Robinson,1.1222125,2.3425349
OE Robinson,-0.6196923,2.3468866
OE Robinson,-0.9204844,2.3290901
OE Robinson,-0.8524477,2.2679736
OE Robinson,-0.984133,2.3567039
OE Robinson,-0.9683428,2.3586583
FJ Hudson-Prentice,1.2152051,2.2087933
FJ Hudson-Prentice,1.2566931,2.243717
FJ Hudson-Prentice,1.1498666,2.1528937
FJ Hudson-Prentice,1.1133701,2.1394862
FJ Hudson-Prentice,1.0424235,2.1294438
FJ Hudson-Prentice,1.0872499,2.1293876
OE Robinson,-0.9142064,2.3495599
OE Robinson,-0.8906526,2.3997719
OE Robinson,1.0236659,2.2887671
OE Robinson,0.975423,2.364722
OE Robinson,1.0705327,2.3259798
OE Robinson,0.9438618,2.3281758
FJ Hudson-Prentice,-0.6002728,2.1095249
FJ Hudson-Prentice,-0.5688566,2.1194933
FJ Hudson-Prentice,-0.6227522,2.0967448
FJ Hudson-Prentice,-0.5521851,2.1291552
FJ Hudson-Prentice,-0.5680583,2.0262976
FJ Hudson-Prentice,-0.5169711,2.0978412
OE Robinson,-0.6322341,2.3243718
OE Robinson,-0.5190441,2.331735
OE Robinson,-0.9153866,2.3067458
OE Robinson,-0.954747,2.3318639
OE Robinson,-0.5809559,2.3246155
OE Robinson,-0.5673633,2.3316618
FJ Hudson-Prentice,-0.6048061,2.1054989
FJ Hudson-Prentice,-0.5683778,2.1182063
FJ Hudson-Prentice,-0.6443968,2.1357614
FJ Hudson-Prentice,-0.5082292,2.082561
FJ Hudson-Prentice,-0.59359,2.0810424
FJ Hudson-Prentice,-0.5317669,2.0870874
OE Robinson,-1.0198823,2.3773851
OE Robinson,-0.8223212,2.3347711
OE Robinson,-0.8381448,2.3414302
OE Robinson,-0.8990695,2.4289661
OE Robinson,-0.8393119,2.3496412
OE Robinson,-1.1192235,2.4211257
FJ Hudson-Prentice,-0.5428989,2.0889878
FJ Hudson-Prentice,-0.6337837,2.0610559
FJ Hudson-Prentice,-0.5885696,2.1132695
FJ Hudson-Prentice,-0.6283239,2.0973978
FJ Hudson-Prentice,-0.6300013,2.1328536
FJ Hudson-Prentice,-0.5936,2.1334294
JJ Carson,-0.6043066,2.2895636
JJ Carson,-0.5981647,2.2776281
JJ Carson,-0.6055943,2.3479311
JJ Carson,-0.673281,2.3674085
JJ Carson,-0.5849513,2.2976337
JJ Carson,-0.5903777,2.2572485
FJ Hudson-Prentice,-0.5318905,2.090581
FJ Hudson-Prentice,-0.6020148,2.0897412
FJ Hudson-Prentice,-0.5451387,2.0896113
FJ Hudson-Prentice,-0.5748002,2.1165194
FJ Hudson-Prentice,-0.6002065,2.1272069
SF Hunt,0.5613363,2.1516307
SF Hunt,0.4800613,2.2387642
SF Hunt,0.4628493,2.2129667
SF Hunt,0.4954771,2.1931423
SF Hunt,0.5185606,2.1963484
SF Hunt,0.5204752,2.218616
SF Hunt,0.4789274,2.1654728
SF Hunt,0.3990853,2.143054
SF Hunt,0.387685,2.1887659
SF Hunt,0.4929441,2.156967
SF Hunt,0.4835695,2.1969842
SF Hunt,0.5206673,2.1687387
SF Hunt,0.5954901,2.2998653
SF Hunt,0.4913521,2.1739392
SF Hunt,0.476904,2.1724699
SF Hunt,0.4496727,2.1784392
SF Hunt,0.488856,2.2131473
SF Hunt,-1.037937,2.2140088
SF Hunt,-0.9609765,2.1400795
SF Hunt,-0.989203,2.1384575
SF Hunt,-1.0595431,2.249518
SF Hunt,-1.1042713,2.2356137
SF Hunt,-1.1138611,2.19924
SF Hunt,-0.912419,2.1705922
SF Hunt,-1.1066743,2.2080579
FJ Hudson-Prentice,-0.5509808,2.1492858
FJ Hudson-Prentice,-0.5928961,2.0720003
FJ Hudson-Prentice,-0.5969211,2.1202653
FJ Hudson-Prentice,-0.5240039,2.210776
FJ Hudson-Prentice,-0.5534097,2.0856432
FJ Hudson-Prentice,-0.5628126,2.0963518
FJ Hudson-Prentice,-0.5496482,2.0770284
FJ Hudson-Prentice,-0.5675297,2.1582072
FJ Hudson-Prentice,-0.6047239,2.0619447
FJ Hudson-Prentice,-0.5913724,2.0986496
FJ Hudson-Prentice,-0.5105228,2.1101655
FJ Hudson-Prentice,-0.4873784,2.1116627
FJ Hudson-Prentice,-0.4580158,2.1014307
FJ Hudson-Prentice,-0.5671908,2.1075545
FJ Hudson-Prentice,-0.6041297,2.0925708
FJ Hudson-Prentice,-0.5545561,2.0722511
FJ Hudson-Prentice,-0.5490635,2.0919502
FJ Hudson-Prentice,-0.503636,2.0988687
FJ Hudson-Prentice,-0.4953329,2.1136022
FJ Hudson-Prentice,-0.556035,2.1467994
FJ Hudson-Prentice,-0.8616544,2.0793163
FJ Hudson-Prentice,-0.4531441,2.1380084
FJ Hudson-Prentice,-0.4242784,2.1235247
FJ Hudson-Prentice,-0.465047,2.1047547
FJ Hudson-Prentice,-0.4897323,2.1290457
FJ Hudson-Prentice,-0.509551,2.1185643
FJ Hudson-Prentice,-0.5494231,2.0789202
JD Unadkat,-0.8616371,2.0920884
JD Unadkat,-0.9879725,2.1920003
JD Unadkat,-0.9734564,2.24626
JD Unadkat,-0.9663347,2.2182908
JD Unadkat,-0.992778,2.2258393
JD Unadkat,-1.0094342,2.2134817
JD Unadkat,-1.0336844,2.2459781
JD Unadkat,-0.9057937,2.2079192
JD Unadkat,-0.9719386,2.1983267
JD Unadkat,-0.9926314,2.2024304
JM Coles,-0.7959995,2.3824727
JM Coles,-0.8602505,2.3429556
JM Coles,-0.9629787,2.3563657
JM Coles,-0.8655774,2.364791
JM Coles,-0.7449599,2.3896492
JM Coles,-0.757102,2.3332123
JM Coles,-0.7071198,2.3532514
JM Coles,-0.6402613,2.3593573
JM Coles,-0.7777598,2.3218845
JM Coles,-0.8050697,2.4267593
JM Coles,-1.0106261,2.3440317
JM Coles,-0.8613906,2.4282087
JM Coles,-0.7477559,2.3940033
JM Coles,-0.8134533,2.396454
JM Coles,-0.9747734,2.4087826
JM Coles,1.1672527,2.3646873
JJ Carson,-0.7326418,2.3395497
JJ Carson,-0.618726,2.2690385
JJ Carson,0.8064311,2.2554923
JJ Carson,0.8456454,2.2294085
JM Coles,-0.7253236,2.3823808
JM Coles,-0.7031094,2.3233485
JM Coles,-0.688682,2.3565119
JJ Carson,0.8219937,2.2319316
JJ Carson,-0.6448359,2.2878918
JJ Carson,-0.6231599,2.3049678
JJ Carson,-0.6764621,2.3049009
JM Coles,1.1399618,2.3603171
JM Coles,0.6105196,2.2545679
JM Coles,1.1278609,2.3440193
JM Coles,1.1022176,2.3106909
JJ Carson,-0.6468864,2.3507538
JJ Carson,-0.6584499,2.2865356
JJ Carson,-0.5906789,2.3138573
JJ Carson,0.8636021,2.27364
JJ Carson,0.8879814,2.2517115
JJ Carson,0.7785723,2.2781858
JM Coles,1.1312633,2.3082603
JM Coles,1.0332047,2.3566681
JM Coles,1.0953825,2.3430099
JM Coles,1.0923819,2.3431597
JM Coles,1.0597454,2.3423708
JJ Carson,0.8327432,2.271953
JJ Carson,1.0363439,2.4227154
JJ Carson,0.9683803,2.3149352
JJ Carson,1.0391812,2.4618556
JJ Carson,0.8699858,2.2364117
JD Unadkat,0.7482795,2.1607567
JD Unadkat,0.8016239,2.1764063
KJ Abbott,1.3878461,2.2758187
KJ Abbott,1.322775,2.2963179
KJ Abbott,1.2605223,1.9717881
KJ Abbott,1.349548,2.2900095
KJ Abbott,1.301033,2.2698227
KHD Barker,0.576167,2.1708504
KHD Barker,0.7406083,2.200235
KHD Barker,0.6074581,2.2025124
KHD Barker,0.5979743,2.1881918
KHD Barker,0.60914,2.2003974
KJ Abbott,1.3941765,2.2748735
KJ Abbott,1.3459012,2.2843515
KJ Abbott,1.6378559,2.4019052
KJ Abbott,1.5621792,2.371244
KJ Abbott,1.2875869,2.2140676
KJ Abbott,1.4461684,2.2878166
KHD Barker,0.5573792,2.1646368
KHD Barker,0.6483704,2.1877262
KHD Barker,0.5064235,2.1963229
KHD Barker,0.5731842,2.2518044
KJ Abbott,1.2971353,2.2470906
KJ Abbott,1.3118026,2.2263169
KJ Abbott,1.3338113,2.2244965
KJ Abbott,1.2525752,2.1989226
KJ Abbott,1.1262613,2.2836222
KJ Abbott,1.2663586,2.2194431
KHD Barker,0.5278277,2.1928887
KHD Barker,0.4358021,2.2247308
KJ Abbott,1.3769693,2.1704993
KJ Abbott,1.4454443,2.3118375
KJ Abbott,1.3017368,2.2474859
KJ Abbott,1.2190325,2.2218513
KJ Abbott,1.3770607,2.2697903
KJ Abbott,-0.8022097,2.2687567
JK Fuller,1.0418071,2.2371428
JK Fuller,1.0053658,2.2153718
JK Fuller,0.9995599,2.1669882
JK Fuller,0.9746991,2.1929521
JK Fuller,0.9477948,2.1679239
JK Fuller,0.9496945,2.1727378
KJ Abbott,-0.8195013,2.238967
KJ Abbott,-0.7901359,2.2201921
KJ Abbott,-0.9232757,2.2958345
KJ Abbott,-0.8664779,2.2791733
KJ Abbott,-0.8681493,2.2446628
KJ Abbott,-0.8767348,2.2766285
JK Fuller,1.0471777,2.1615309
JK Fuller,1.0115312,2.1418751
JK Fuller,1.0034519,2.1699705
JK Fuller,1.0003533,2.1740605
JK Fuller,1.0315576,2.1485286
JK Fuller,1.0652347,2.146103
KJ Abbott,-0.8363977,2.2307256
KJ Abbott,-0.8262691,2.2402225
KJ Abbott,1.2737942,2.2615711
KJ Abbott,1.2247034,2.2416422
KJ Abbott,-0.7551627,2.2457728
KJ Abbott,-0.7660759,2.2252093
JK Fuller,0.9967475,2.126102
JK Fuller,0.9025882,2.1159023
JK Fuller,1.005691,2.1800464
JK Fuller,0.9807579,2.1524167
JK Fuller,0.9856186,2.1288062
JK Fuller,0.9927279,2.1509172
KJ Abbott,-0.7945702,2.2268504
KJ Abbott,-0.7399649,2.2748844
KJ Abbott,-0.8278919,2.2197518
KJ Abbott,-0.9061905,2.2815466
KJ Abbott,-0.8470905,2.259051
KJ Abbott,-0.8423305,2.2463587
JK Fuller,0.9730319,2.1690975
JK Fuller,0.9295111,2.1968249
JK Fuller,1.0110875,2.1552305
JK Fuller,1.0341635,2.1782796
JK Fuller,0.9984181,2.1517046
JK Fuller,1.0090658,2.1747025
KHD Barker,-0.9000456,2.3305223
KHD Barker,-0.7957617,2.3250895
KHD Barker,-0.8515467,2.2940847
KHD Barker,-0.7267632,2.3208656
KHD Barker,-0.8980609,2.3103865
KHD Barker,-0.7742083,2.3056136
JK Fuller,1.0120987,2.2034379
JK Fuller,1.0327404,2.2014816
JK Fuller,-0.7319418,2.1970752
JK Fuller,1.053362,2.1919503
JK Fuller,1.0273287,2.1947016
JK Fuller,0.7403448,2.1962428
KHD Barker,-0.8033521,2.2766337
KHD Barker,-0.801336,2.3216444
KHD Barker,0.706208,2.3080508
KHD Barker,0.6532014,2.2563001
KHD Barker,0.6403702,2.2697034
KHD Barker,0.6644587,2.3054366
JK Fuller,-0.8447206,2.1734902
JK Fuller,-0.8432485,2.2142473
JK Fuller,-0.9031343,2.1915464
JK Fuller,-0.8562737,2.1958058
JK Fuller,-0.8390512,2.0185681
JK Fuller,-0.8457505,2.1614495
KHD Barker,-0.8898463,2.3173544
KHD Barker,-0.8038601,2.3523678
KHD Barker,-0.8188556,2.3134039
KHD Barker,-0.8626719,2.2800116
KHD Barker,-0.8480069,2.2621367
KHD Barker,-1.0063513,2.2947693
BC Fortuin,0.867444,2.214043
BC Fortuin,0.8136933,2.2624517
BC Fortuin,0.9246271,2.2393698
BC Fortuin,0.9592317,2.2357367
KHD Barker,-0.926454,2.3318639
KHD Barker,-0.8144175,2.3194292
KHD Barker,-0.7858154,2.3223918
KHD Barker,-0.7488631,2.2687596
KHD Barker,-0.9064621,2.291078
KHD Barker,-1.021366,2.2934037
BC Fortuin,0.9365888,2.1888111
BC Fortuin,1.0260095,2.1869088
BC Fortuin,0.9209217,2.2161561
BC Fortuin,0.9423013,2.2122955
BC Fortuin,-0.8571717,2.2162846
KJ Abbott,1.3124908,2.2760079
KJ Abbott,1.3121422,2.2459962
KJ Abbott,-0.8764972,2.2719123
KJ Abbott,1.2808349,2.2630187
KJ Abbott,1.3056257,2.2282748
KJ Abbott,1.2253776,2.2456853
JK Fuller,0.8867781,2.2133847
JK Fuller,0.8992342,2.1690145
JK Fuller,0.9136485,2.1347905
JK Fuller,1.0279895,2.2021191
JK Fuller,1.0134581,2.2318036
KJ Abbott,1.3690931,2.2639209
KJ Abbott,1.2749738,2.2385904
KJ Abbott,1.2691588,2.241757
KJ Abbott,1.3339716,2.2627107
KJ Abbott,1.3183479,2.260459
KJ Abbott,1.3367207,2.2555552
JK Fuller,0.9135565,2.1439393
JK Fuller,1.0751233,2.2314427
JK Fuller,0.9033806,2.1665859
JK Fuller,0.9204004,2.1854832
JK Fuller,1.0503855,2.2173527
KJ Abbott,1.2396809,2.1955123
KJ Abbott,1.3327081,2.2958235
KJ Abbott,1.253126,2.256212
KJ Abbott,1.4100431,2.3006007
KJ Abbott,1.3435015,2.2609871
KJ Abbott,1.3704147,2.229204
JK Fuller,0.9438165,2.1692393
JK Fuller,0.9861609,2.2240272
JK Fuller,1.0250246,2.1970425
JK Fuller,0.9894482,2.1545175
JK Fuller,0.7031988,2.1317335
JK Fuller,0.6838333,2.154704
KJ Abbott,1.3049254,2.2493606
KJ Abbott,1.2870051,2.2452643
KJ Abbott,1.3461799,2.2641809
KJ Abbott,1.3013394,2.2535759
KJ Abbott,1.3175052,2.2425679
KJ Abbott,1.1857627,2.2253172
JK Fuller,0.6669303,2.1196822
JK Fuller,0.6682797,2.1585963
JK Fuller,0.6945492,2.170171
JK Fuller,0.6561484,2.1777055
JK Fuller,0.7338369,2.2013176
JK Fuller,0.7034265,2.1844209
KJ Abbott,1.3838844,2.3082413
KJ Abbott,1.2342241,2.2302075
KJ Abbott,1.3178324,2.2620852
KJ Abbott,1.3548164,2.2792371
KJ Abbott,1.2957738,2.2245987
BC Fortuin,0.8224906,2.2336517
BC Fortuin,0.8571247,2.2287757
BC Fortuin,0.8233,2.1847185
BC Fortuin,0.8966118,2.2291758
BC Fortuin,0.9059333,2.2055432
KHD Barker,0.3471348,2.3280142
KHD Barker,0.6749345,2.4207399
KHD Barker,0.6654725,2.2790224
KHD Barker,0.6525018,2.2875874
KHD Barker,0.5907182,2.2984833
KHD Barker,0.6744986,2.2152637
BC Fortuin,0.8912765,2.2008971
BC Fortuin,0.8220767,2.1709021
BC Fortuin,0.867699,2.1984192
BC Fortuin,0.8441415,2.2312513
BC Fortuin,0.9335806,2.1607013
KHD Barker,0.6957682,2.3566423
KHD Barker,0.5821275,2.2748495
KHD Barker,0.6028552,2.3538525
BC Fortuin,0.8454764,2.1912639
BC Fortuin,0.9395968,2.1884751
BC Fortuin,0.898884,2.1757425
BC Fortuin,0.9099935,2.2127022
BC Fortuin,0.9477465,2.1982396
BC Fortuin,0.9313677,2.219696
KHD Barker,0.627828,2.3355978
KHD Barker,0.5506127,2.2518469
KHD Barker,0.5957964,2.3157472
KHD Barker,0.6794482,2.3647284
KHD Barker,0.4362032,2.3679776
BC Fortuin,0.8679833,2.1926202
BC Fortuin,0.93783,2.1953609
BC Fortuin,1.0199395,2.199394
BC Fortuin,-0.827856,2.2126356
BC Fortuin,-0.8768833,2.2370537
KHD Barker,0.588234,2.2558853
KHD Barker,0.535369,2.2734568
KHD Barker,0.5620056,2.2552365
KHD Barker,0.5600617,2.3645593
KHD Barker,0.5504821,2.2680489
KHD Barker,0.8162801,2.3223901
BC Fortuin,-0.9088323,2.2532182
BC Fortuin,-0.8002447,2.22642
BC Fortuin,-0.8374643,2.2260068
BC Fortuin,-0.6293581,2.1248616
BC Fortuin,-0.9297215,2.2277433
BC Fortuin,-0.7539595,2.2023965
KHD Barker,0.721519,2.2990111
KHD Barker,-0.844336,2.3108649
KHD Barker,-1.0222797,2.3182423
KHD Barker,-0.7866677,2.2875489
KHD Barker,-0.6381951,2.1325945
KHD Barker,0.6850545,2.3304577
KHD Barker,0.6132548,2.3162954
KHD Barker,0.6317042,2.222913
KHD Barker,0.5815879,2.2064854
KJ Abbott,-0.8039673,2.2197094
KJ Abbott,-0.8289655,2.2375782
KJ Abbott,-0.7843676,2.2632844
KJ Abbott,-0.8119917,2.278449
KJ Abbott,-0.7667257,2.2136924
KJ Abbott,-0.8728437,2.2738029
KJ Abbott,1.3474512,2.2896995
KJ Abbott,1.384154,2.3225672
KJ Abbott,1.3429639,2.303888
KJ Abbott,-0.8659322,2.254462
KJ Abbott,-0.817508,2.2594549
KJ Abbott,-0.8462627,2.2938181
KJ Abbott,1.3053718,2.2481119
KJ Abbott,1.4006851,2.3620387
KJ Abbott,-0.8361484,2.2926153
KJ Abbott,-0.8347836,2.2484916
KJ Abbott,-0.7702037,2.2426655
KJ Abbott,1.3421236,2.2826389
KJ Abbott,1.344568,2.2634904
KJ Abbott,-0.6471536,2.1851341
KJ Abbott,-0.8158758,2.2352037
KJ Abbott,1.3896628,2.271136
KJ Abbott,-0.8820246,2.2868927
OE Robinson,-0.5235618,2.2398851
OE Robinson,-0.6426721,2.2783606
OE Robinson,-0.6410244,2.2554137
OE Robinson,-0.6956672,2.2856924
OE Robinson,0.9079056,2.2598831
OE Robinson,0.9535476,2.2663373
JD Unadkat,0.7602512,2.2482978
JD Unadkat,0.8237641,2.2435592
JD Unadkat,0.9444739,2.3807083
OE Robinson,0.8727587,2.2078669
OE Robinson,1.0412089,2.3350958
OE Robinson,1.0146223,2.3190498
JD Unadkat,0.8335033,2.3062222
JD Unadkat,0.8011905,2.2869188
JD Unadkat,0.8298745,2.0482985
JD Unadkat,-1.0419533,2.2316898
OE Robinson,1.2104933,2.312743
OE Robinson,1.0664664,2.3747285
OE Robinson,-0.8321297,2.283705
OE Robinson,-0.7512589,2.2682868
OE Robinson,-0.8813624,2.2359102
OE Robinson,-0.973797,2.2693092
JD Unadkat,1.0158177,2.3409789
OE Robinson,-0.8620394,2.2650947
OE Robinson,-0.8477688,2.2099883
OE Robinson,0.9387455,2.2403728
OE Robinson,0.908738,2.250511
OE Robinson,0.9691859,2.2705195
JD Unadkat,-0.9829404,2.2695606
JD Unadkat,-0.8823509,2.2711235
JD Unadkat,-1.0004666,2.2264701
JD Unadkat,-1.0600106,2.2291414
SF Hunt,0.5791814,2.2929112
SF Hunt,0.5245716,2.1960606
SF Hunt,0.5399911,2.2694569
SF Hunt,0.5065361,2.2138775
SF Hunt,0.5930077,2.3088454
SF Hunt,0.4931696,2.187319
JD Unadkat,0.9480402,2.2819065
SF Hunt,0.6487515,2.3815261
SF Hunt,0.5106085,2.2574472
SF Hunt,0.4884691,2.2327288
SF Hunt,-1.0618856,2.232302
SF Hunt,-1.0435995,2.1984698
SF Hunt,-1.1241185,2.2513801
OE Robinson,-0.5604497,2.3287244
OE Robinson,1.0804639,2.3383906
OE Robinson,-0.4998699,2.2958607
OE Robinson,-0.4980001,2.3149763
OE Robinson,-0.4666473,2.3057834
OE Robinson,-0.5443314,2.293883
SF Hunt,-1.1796162,2.2106596
SF Hunt,-1.1098007,2.1979147
SF Hunt,-1.0978911,2.2139108
SF Hunt,-1.0713517,2.2216263
SF Hunt,-1.2929303,2.3061834
SF Hunt,-1.3965649,2.3766346
OE Robinson,-0.5471041,2.3019836
OE Robinson,-0.8030484,2.3320716
OE Robinson,-0.8531836,2.2789605
OE Robinson,-0.6041503,2.2881801
SF Hunt,-0.9924385,2.2124153
SF Hunt,-1.1884282,2.3207585
SF Hunt,-1.0930114,2.2370343
SF Hunt,-1.2362662,2.2775244
SF Hunt,-1.1690345,2.2496478
SF Hunt,-1.043837,2.2013162
OE Robinson,-0.6882832,2.2928862
OE Robinson,-0.8568497,2.3219556
OE Robinson,-0.8956949,2.2956296
OE Robinson,-0.7927308,2.2721359
OE Robinson,-0.6303507,2.318915
OE Robinson,-0.7334844,2.3761504
SF Hunt,-1.0263546,2.2563221
SF Hunt,-1.0682758,2.2183749
SF Hunt,-1.1895544,2.2538355
SF Hunt,-1.0823089,2.2260545
SF Hunt,-1.103239,2.3006189
SF Hunt,-1.1134849,2.1849482
OE Robinson,-0.8131846,2.2933602
OE Robinson,-1.0330328,2.3838303
OE Robinson,-1.1794492,2.4211009
OE Robinson,-0.9911753,2.2531504
OE Robinson,-0.9330303,2.1803103
JJ Carson,-0.635261,2.321046
JJ Carson,-0.6355713,2.3508417
JJ Carson,-0.686947,2.2806721
JJ Carson,-0.6198005,2.2669076
JJ Carson,-0.6094904,2.2749393
JM Coles,-0.7396213,2.383247
JM Coles,-0.6914227,2.4192709
JM Coles,-0.8032678,2.4088466
JJ Carson,-0.5673376,2.2743072
JJ Carson,-0.5928256,2.2524031
JJ Carson,-0.6341725,2.3139205
JJ Carson,-0.5960352,2.219278
JJ Carson,-0.5969695,2.2442809
JM Coles,-0.7700681,2.3904018
JM Coles,-0.8103165,2.3664309
JM Coles,-0.7814232,2.4245328
JD Unadkat,0.7866866,2.3274844
JD Unadkat,0.8129697,2.2876557
JD Unadkat,0.7212608,2.2856079
JD Unadkat,0.7785979,2.2961329
JM Coles,-1.0441542,2.3699628
JM Coles,-0.789081,2.4488993
JD Unadkat,0.6877453,2.1456319
JD Unadkat,0.8166309,2.2443061
JD Unadkat,0.7663196,2.2627091
JD Unadkat,-1.0088301,2.2894113
JD Unadkat,-1.0466428,2.2554569
JM Coles,-0.8261611,2.4008512
JM Coles,-0.6974884,2.3700175
JM Coles,-0.8017349,2.4113009
JM Coles,-0.7637272,2.4311375
JD Unadkat,-1.1137991,2.238286
JD Unadkat,-1.0079412,2.2698026
JD Unadkat,-0.918153,2.2473439
JD Unadkat,-1.005122,2.2557933
JD Unadkat,-1.031187,2.23576
JD Unadkat,-1.0352953,2.2422818
JM Coles,0.9778715,2.3836751
JM Coles,1.0622096,2.4074391
JM Coles,0.7051953,2.4248238
JM Coles,1.1534755,2.4013549
JJ Carson,-0.6014934,2.2810208
JJ Carson,-0.7414574,2.3288346
JJ Carson,-0.6653095,2.2593888
JJ Carson,-0.6433929,2.2751809
JJ Carson,-0.6556571,2.2901272
JJ Carson,0.8258093,2.2361761
JM Coles,-0.7386445,2.36968
JM Coles,-0.8111771,2.3582845
JM Coles,-0.7006816,2.3992042
JJ Carson,0.8436641,2.2664074
JJ Carson,-0.6157716,2.2557978
JJ Carson,0.8521526,2.2226722
JJ Carson,0.8032171,2.2456208
JJ Carson,-0.6508003,2.2767273
JM Coles,1.0715357,2.3862942
JM Coles,1.0755915,2.3838636
JM Coles,1.1298946,2.3979696
JM Coles,-0.7542794,2.4073358
JJ Carson,0.7977624,2.2137511
JJ Carson,-0.5123334,2.2658801
JJ Carson,-0.565259,2.3037852
JJ Carson,-0.6273771,2.27793
JJ Carson,-0.6837152,2.2259278
JJ Carson,-0.6712461,2.2817531
JM Coles,0.547298,2.2391754
JM Coles,0.7115367,2.3797689
JM Coles,1.0561413,2.3653736
JM Coles,1.1727875,2.3897264
JD Unadkat,0.8084534,2.1785511
JD Unadkat,-1.0525433,2.2814194
JD Unadkat,-0.9270733,2.2156212
JD Unadkat,-0.8082215,2.255374
JD Unadkat,0.7275374,2.227064
JD Unadkat,0.9704676,2.2685052
JM Coles,0.6461169,2.3466153
JM Coles,-0.7036586,2.3869354
JM Coles,0.6850884,2.3680176
JM Coles,0.6193452,2.3474874
JM Coles,0.6926775,2.3912803
