Bowler,External PitchX,External PitchY
DK Ibrahim,5.0557774,-0.4544426
DK Ibrahim,6.9234156,-0.4325421
DK Ibrahim,7.4084772,-0.3711308
DK Ibrahim,7.6005016,-0.1660911
DK Ibrahim,7.6631228,-0.2458063
DK Ibrahim,7.8165449,-0.504492
JJ Carson,4.6014682,-0.2711292
JJ Carson,5.3788317,-0.1615696
JJ Carson,2.6268885,-0.1916661
DK Ibrahim,5.7336407,-0.247061
DK Ibrahim,7.213669,-0.1922417
DK Ibrahim,8.0372246,-0.2094763
DK Ibrahim,6.6795413,-0.071423
DK Ibrahim,5.399752,-0.1386259
JJ Carson,4.2036141,-0.0191959
JJ Carson,5.1231,-0.002515
JJ Carson,4.7651989,-0.1818714
DK Ibrahim,5.982032,-0.210583
DK Ibrahim,8.0051185,-0.2496507
DK Ibrahim,6.3047873,-0.2610136
DK Ibrahim,8.3532914,-0.3971622
DK Ibrahim,5.7396607,-0.2385481
DK Ibrahim,5.4661665,-0.3241549
DK Ibrahim,6.6729974,-0.4494476
DK Ibrahim,7.5117548,-0.3115583
DK Ibrahim,4.6430736,0.0583424
DK Ibrahim,6.1085738,-0.461602
DK Ibrahim,7.2999897,-0.4109154
DK Ibrahim,5.7712173,-0.3516465
DK Ibrahim,5.4817411,-0.6501937
DK Ibrahim,5.8102083,-0.4454095
DK Ibrahim,5.9108508,-0.1137413
DK Ibrahim,8.2396547,-0.173351
FJ Hudson-Prentice,3.4954547,-0.5354283
FJ Hudson-Prentice,4.4220396,-0.321335
FJ Hudson-Prentice,3.3955389,-0.3697833
BA Raine,5.1027105,0.0437248
BA Raine,5.2734578,0.4651405
MJ Potts,6.8387659,-0.4218488
MJ Potts,5.4298544,-0.4611893
MJ Potts,6.8128956,-0.4035781
MJ Potts,8.3263528,-0.4167497
MJ Potts,7.9361023,-0.4139429
BA Raine,6.61248,0.75477
MJ Potts,6.69967,-0.4813274
MJ Potts,6.9804062,-0.2930592
MJ Potts,7.5458164,-0.4418386
MJ Potts,7.4839175,0.5322522
BA Raine,5.0817974,-0.1628437
BA Raine,6.4102066,-0.3872144
BA Raine,7.221322,-0.2100589
BA Raine,8.3637935,-0.3301776
MJ Potts,5.5113185,0.4799173
MJ Potts,7.5132202,0.4151802
MJ Potts,6.1793742,0.4256583
MJ Potts,5.3331064,0.144643
BA Raine,7.4284814,-0.1706413
BA Raine,6.6724508,-0.2837493
BA Raine,6.3724474,-0.1722098
MJ Potts,6.737993,0.3879527
MJ Potts,4.918359,0.5943708
MJ Potts,6.9417086,0.3780456
MJ Potts,7.6150875,0.3242404
MJ Potts,5.2143509,0.4183489
BA Raine,8.0790692,-0.1876936
BA Raine,6.925346,0.4516443
DM Hogg,6.1265093,-0.0723124
DM Hogg,6.5114857,-0.5288358
DM Hogg,5.6138259,0.4154373
DM Hogg,8.4148942,0.6813045
BA Raine,8.1691573,-0.2614779
BA Raine,5.3560533,0.1790363
BA Raine,4.7313785,-0.1050475
BA Raine,7.8454435,-0.3295541
DM Hogg,6.9502622,0.4826961
DM Hogg,5.8337448,0.4548217
DM Hogg,6.6038919,0.7328327
DM Hogg,4.127003,-0.5641495
DM Hogg,6.4232733,-0.4624269
DM Hogg,5.8078217,-0.6931108
DM Hogg,7.081547,-0.5787011
DM Hogg,5.9391071,-0.8621456
MJ Potts,5.2720539,0.2101996
MJ Potts,4.8117039,0.242963
MJ Potts,7.3954435,0.0202463
DM Hogg,6.4636705,-0.9734886
DM Hogg,6.2028734,-0.8123983
DM Hogg,4.4647205,-0.6673376
MJ Potts,6.6660269,0.0847216
MJ Potts,5.3140183,0.4159531
MJ Potts,7.3476252,0.3455065
MJ Potts,6.3230005,0.1227765
MJ Potts,6.9638089,-0.0066609
JDS Neesham,6.6515443,0.2425771
JDS Neesham,4.8387921,0.5325193
JDS Neesham,3.5216019,0.1891685
JDS Neesham,7.2723207,0.7525604
JDS Neesham,4.2054921,0.3235145
MJ Potts,4.9932696,-0.2744382
MJ Potts,6.6580069,-0.196305
MJ Potts,5.2939176,-0.6677461
JDS Neesham,6.915729,0.6264189
JDS Neesham,5.265109,0.4565578
JDS Neesham,5.6564673,0.3237049
MJ Potts,5.0052931,-0.4343391
MJ Potts,6.5975636,-0.18077
MJ Potts,6.6585665,0.2435171
JDS Neesham,7.2672508,-0.0651541
JDS Neesham,7.3680098,-0.2295438
JDS Neesham,7.8472276,-0.7222899
WMH Rhodes,3.1270422,0.2388424
WMH Rhodes,6.2934401,-0.4444626
WMH Rhodes,7.8844621,-0.4540523
JDS Neesham,7.4926181,0.0990185
JDS Neesham,6.8701757,0.6976319
JDS Neesham,8.5513866,0.628742
WMH Rhodes,4.0593791,-0.2820503
WMH Rhodes,5.8270503,0.4901776
WMH Rhodes,4.8195697,0.7996295
WMH Rhodes,8.7506167,-0.4830603
WMH Rhodes,5.8489658,-0.4340572
DM Hogg,5.3300689,0.4305388
DM Hogg,3.2999675,0.7329984
DM Hogg,6.6811572,0.6770206
BA Raine,7.7116579,-0.2913548
BA Raine,8.9558687,-0.3544318
BA Raine,6.6611589,-0.5856926
BA Raine,6.7468967,-0.3952929
BA Raine,7.3426904,-0.4120784
BA Raine,7.6850614,-0.3397848
DM Hogg,6.8144298,-0.7245604
BA Raine,7.3069827,0.327549
BA Raine,5.5821756,0.3455915
BA Raine,4.8954678,0.3851398
BA Raine,5.1343004,0.493586
BA Raine,4.4818073,0.6670084
DM Hogg,5.9190295,0.5150214
BA Raine,7.5875624,-0.3604746
BA Raine,5.8554142,-0.2870966
BA Raine,8.0612063,-0.0791757
BA Raine,7.1850847,-0.4073944
DM Hogg,5.6709932,-0.4223124
DM Hogg,5.9533229,-0.6495088
WMH Rhodes,7.9590062,0.301238
WMH Rhodes,7.7847388,-0.5199549
WMH Rhodes,4.2999774,-0.3091026
WMH Rhodes,7.8077717,-0.3651782
DM Hogg,6.7177959,0.4566408
DM Hogg,5.8892849,0.4202113
DM Hogg,5.7832964,0.407553
DM Hogg,5.6080981,0.6192649
DM Hogg,6.3513342,-0.6398799
WMH Rhodes,8.4759916,0.4517781
WMH Rhodes,7.6014809,-0.5368187
WMH Rhodes,4.3760816,0.281282
WMH Rhodes,8.4357398,0.3265632
WMH Rhodes,7.8419971,-0.5389069
WMH Rhodes,7.1399604,-0.3459346
JDS Neesham,7.9527971,0.138393
JDS Neesham,7.5555826,-0.3017348
WMH Rhodes,5.9080386,0.3279572
WMH Rhodes,6.1725702,0.2607407
WMH Rhodes,5.0491875,0.3534794
JDS Neesham,9.20486,-0.3181071
GS Drissell,4.3465858,-0.3450988
GS Drissell,5.2248974,-0.4170409
JDS Neesham,6.9823425,0.3170664
JDS Neesham,3.907901,0.4400673
GS Drissell,4.2762145,-0.3666289
GS Drissell,3.8855894,0.0953929
MJ Potts,6.2027903,0.3988155
MJ Potts,6.6705579,0.4424875
MJ Potts,8.2822013,-0.5229432
MJ Potts,6.2143464,-0.4749714
MJ Potts,7.5661058,-0.5904012
GS Drissell,6.9969934,0.3929851
GS Drissell,4.3494618,0.1072728
GS Drissell,3.6601655,0.1573591
GS Drissell,5.157819,-0.4096491
MJ Potts,7.9379743,0.5428549
MJ Potts,7.4448809,0.4065264
MJ Potts,7.728857,0.5980585
GS Drissell,4.4489639,0.3193537
GS Drissell,5.7377183,0.3138723
GS Drissell,5.7326875,0.1780244
MJ Potts,8.4970009,0.4215323
MJ Potts,7.1828663,0.3997194
MJ Potts,6.2474477,-0.4914197
MJ Potts,3.8415347,0.4162801
MJ Potts,7.8017967,0.4761892
GS Drissell,4.1970901,0.2131301
GS Drissell,3.440315,-0.3797255
GS Drissell,3.1022756,0.3201088
MJ Potts,7.3851247,0.3628381
MJ Potts,5.4391867,0.1511869
MJ Potts,5.6106888,0.3682005
MJ Potts,6.5332826,-0.4087651
GS Drissell,5.0000991,0.3605771
GS Drissell,5.9389952,-0.1626808
GS Drissell,6.0370869,0.3131883
MJ Potts,8.6354841,-0.6974701
MJ Potts,7.2478068,-0.693088
MJ Potts,7.3323828,-0.5939309
MJ Potts,8.4211146,-0.7479094
GS Drissell,3.768483,0.1410938
GS Drissell,4.7697757,-0.4489748
GS Drissell,4.7608255,0.3160323
GS Drissell,3.6856384,-0.3443044
GS Drissell,6.0879458,0.3020014
GS Drissell,5.3634573,-0.3493287
WMH Rhodes,6.264056,0.3550648
WMH Rhodes,5.4615329,0.339534
WMH Rhodes,9.3644124,0.3525393
WMH Rhodes,4.53962,-0.3938231
WMH Rhodes,8.4397803,-0.3411995
GS Drissell,4.4262279,-0.3575337
GS Drissell,5.0094216,-0.1458038
GS Drissell,5.3063063,0.263717
WMH Rhodes,6.4439434,-0.4206868
WMH Rhodes,8.7020467,-0.6545806
WMH Rhodes,8.2606311,0.4890718
WMH Rhodes,6.4159525,0.3876612
GS Drissell,4.5273377,-0.2091235
GS Drissell,4.9471331,-0.3331148
GS Drissell,6.4370024,-0.3469052
GS Drissell,3.8129602,0.2480435
WMH Rhodes,5.5895767,0.2523845
WMH Rhodes,8.0090392,0.5183574
WMH Rhodes,6.0360696,-0.7738319
WMH Rhodes,8.8453193,0.4795309
GS Drissell,3.8642083,0.3635687
GS Drissell,5.8254699,0.383782
GS Drissell,3.7805296,0.1113639
GS Drissell,3.667595,-0.5466062
GS Drissell,5.5326491,-0.5431822
GS Drissell,4.9741449,-0.408946
WMH Rhodes,7.2316057,0.1875913
WMH Rhodes,7.2002986,0.5795131
WMH Rhodes,8.5480894,0.3445372
GS Drissell,4.6207102,-0.566517
GS Drissell,4.928267,-0.244571
WMH Rhodes,7.6422333,0.2491631
WMH Rhodes,9.5216375,0.5721529
WMH Rhodes,9.1949461,0.5555015
WMH Rhodes,9.3334793,0.5141762
WMH Rhodes,9.3825348,0.3690527
GS Drissell,6.2653741,-0.5009109
GS Drissell,5.0767143,-0.6305377
WMH Rhodes,8.4671159,0.4095502
WMH Rhodes,4.4979345,-0.6562915
WMH Rhodes,7.0525083,0.3224725
WMH Rhodes,8.332908,0.377425
WMH Rhodes,3.582449,-0.7151265
GS Drissell,5.3108045,-0.3532758
GS Drissell,5.6798846,-0.3994026
GS Drissell,3.7937913,-0.4324029
DM Hogg,6.4729691,0.6203899
DM Hogg,6.4594782,0.2671778
DM Hogg,6.1772923,-0.5711029
DM Hogg,7.1544734,-0.8848965
DM Hogg,6.9102069,-0.4251583
GS Drissell,4.6042702,0.1273387
GS Drissell,3.584159,0.4665535
GS Drissell,4.863023,-0.4685701
DM Hogg,4.8539605,-0.2107185
DM Hogg,5.2630292,-0.2938237
DM Hogg,5.9187954,-0.4829113
GS Drissell,4.2144246,0.3248417
DM Hogg,7.5272959,0.4753724
DM Hogg,4.9651245,0.3607052
DM Hogg,5.1898582,0.40603
GS Drissell,4.7469765,-0.2468189
GS Drissell,4.819269,-0.2168924
GS Drissell,4.7371096,-0.4819997
WMH Rhodes,4.3743796,-0.6321512
WMH Rhodes,6.572318,-0.2180197
WMH Rhodes,6.6333688,-0.4091626
WMH Rhodes,8.7126287,0.3970634
WMH Rhodes,8.9006078,0.4485961
GS Drissell,3.1645052,0.2413627
WMH Rhodes,7.6074021,-0.5266998
WMH Rhodes,7.9715572,-0.404303
WMH Rhodes,8.1271461,-0.4041978
WMH Rhodes,8.1044174,-0.4511565
WMH Rhodes,6.0606168,-0.2395986
GS Drissell,5.2021987,0.2494675
GS Drissell,4.8071458,0.0729801
GS Drissell,4.4741152,-0.2551614
GS Drissell,4.7141637,0.3348666
GS Drissell,4.670792,-0.2163304
GS Drissell,4.4393107,-0.4250594
WMH Rhodes,9.6493323,0.3216136
WMH Rhodes,6.8766851,-0.3138099
WMH Rhodes,5.4575402,-0.6347986
WMH Rhodes,7.4469016,0.3832225
WMH Rhodes,6.9034604,0.4779172
GS Drissell,4.8906826,-0.5303894
GS Drissell,4.832122,-0.1612644
CN Ackermann,5.9591159,-0.4312192
CN Ackermann,4.5546275,-0.4539119
CN Ackermann,4.388377,-0.4012586
CN Ackermann,5.6755831,-0.293106
GS Drissell,5.3481941,-0.4893567
GS Drissell,4.4039839,-0.0357927
CN Ackermann,6.4408759,-0.3862494
CN Ackermann,3.4745133,-0.0688738
CN Ackermann,6.4290169,0.1501509
CN Ackermann,4.2132267,-0.0358555
DM Hogg,9.5962997,-1.0520074
DM Hogg,8.2999961,-0.8720602
DM Hogg,8.388683,-0.4770866
MJ Potts,6.0651142,-0.5272931
MJ Potts,6.8591779,-0.5843362
DM Hogg,7.2232284,-0.7060409
DM Hogg,6.2902646,-0.4505789
DM Hogg,7.663277,-0.565998
DM Hogg,7.3804999,-0.5210608
MJ Potts,5.2772109,-0.6075532
MJ Potts,6.3512771,-0.7893459
MJ Potts,3.7589069,-0.8618593
MJ Potts,6.9775058,-0.7028814
DM Hogg,7.2155667,-0.6312387
DM Hogg,5.1636216,-0.243746
DM Hogg,5.6601701,-0.4346875
DM Hogg,6.6960084,-0.188044
MJ Potts,4.4699031,-0.6921798
MJ Potts,7.4875194,-0.5081544
MJ Potts,6.8180481,-0.523346
MJ Potts,5.4134906,-0.6539361
MJ Potts,5.9644978,-0.640736
DM Hogg,9.0668918,-0.708751
DM Hogg,4.5086961,-0.6517833
DM Hogg,5.0351728,-0.4084737
MJ Potts,7.537064,-0.7687277
MJ Potts,6.952539,-0.4011822
MJ Potts,6.9971062,-0.6010186
MJ Potts,5.516088,-0.7334393
MJ Potts,4.8304671,-0.6807535
WMH Rhodes,7.4331439,-0.7357565
WMH Rhodes,8.5772244,-0.5125709
WMH Rhodes,8.5152593,-0.476315
WMH Rhodes,6.7015792,-0.5477133
WMH Rhodes,7.9529103,-0.5119319
JDS Neesham,7.9099214,-0.1766364
WMH Rhodes,7.3252859,-0.426384
WMH Rhodes,7.6968416,-0.3493184
WMH Rhodes,6.2896629,-0.5972614
WMH Rhodes,8.2951618,-0.6273697
WMH Rhodes,8.0306743,-0.3669789
GS Drissell,4.8923943,-0.247867
GS Drissell,4.5496223,-0.515136
GS Drissell,5.3034486,-0.3900257
JDS Neesham,3.0774655,-0.3637058
GS Drissell,5.9236113,-0.4898452
CN Ackermann,5.9474909,0.0149131
CN Ackermann,5.3733062,0.1286835
CN Ackermann,3.6559674,-0.2614329
CN Ackermann,4.7408062,-0.1893841
GS Drissell,5.341467,-0.4654945
MJ Potts,7.7256343,-0.4446897
MJ Potts,6.7282038,-0.4602597
MJ Potts,8.2417318,-0.4820293
MJ Potts,8.0540201,-0.4978485
MJ Potts,6.8150489,-0.4667717
MJ Potts,7.0132344,-0.6378838
MJ Potts,6.9645303,-0.5173805
MJ Potts,6.8481284,-0.5105003
MJ Potts,6.5078662,-0.5119401
MJ Potts,5.7437969,-0.5333459
MJ Potts,6.4387482,-0.4814965
MJ Potts,7.0084049,-0.6051679
MJ Potts,6.9824155,-0.5245887
MJ Potts,5.7016601,-0.6553194
MJ Potts,6.5848051,-0.5358345
MJ Potts,5.4919653,-0.4826907
DM Hogg,7.215114,-0.4848752
DM Hogg,4.1235797,-0.2385271
DM Hogg,4.2258479,-0.3281864
DM Hogg,5.8063212,-0.4147784
DM Hogg,6.9730323,-0.5640054
DM Hogg,6.9367757,-0.6662635
GS Drissell,4.6556622,-0.287388
GS Drissell,6.0089819,0.2106224
GS Drissell,4.824696,0.0987736
DM Hogg,7.7238973,-0.4493525
DM Hogg,4.4324235,-0.4006694
DM Hogg,6.0707633,-0.6989334
DM Hogg,5.7774975,-0.7040528
DM Hogg,4.1723501,-0.6445911
DM Hogg,5.8283145,-0.4987021
DM Hogg,6.1225409,-0.7503224
GS Drissell,4.6722813,0.0723381
GS Drissell,4.8429095,0.0444478
DM Hogg,7.6945063,-0.6876194
DM Hogg,6.2131077,-0.4121195
DM Hogg,6.3299092,-0.3630019
DM Hogg,7.5483165,-0.8857989
DM Hogg,8.8586172,-0.646006
JDS Neesham,5.186518,-0.184155
JDS Neesham,8.0759408,-0.2726755
JDS Neesham,5.5104447,-0.587239
JDS Neesham,4.5367596,-0.7979261
JDS Neesham,4.1021326,-0.6689112
WMH Rhodes,5.3738821,-0.7560611
WMH Rhodes,6.265663,-0.9081718
WMH Rhodes,5.980662,-0.7458103
WMH Rhodes,3.0800563,-0.4203218
WMH Rhodes,6.5673359,-0.2350155
WMH Rhodes,7.8547727,-0.6281807
WMH Rhodes,5.3590501,-0.1952363
WMH Rhodes,5.7753348,-0.4843413
WMH Rhodes,6.4375228,-0.3434115
WMH Rhodes,8.4962831,-0.2906411
WMH Rhodes,6.452854,-0.2747342
WMH Rhodes,5.7539288,-0.4656924
WMH Rhodes,5.4483757,-0.4595197
WMH Rhodes,9.3073528,-0.4801011
WMH Rhodes,7.7340018,-0.4969636
WMH Rhodes,7.2972653,-0.3072161
GS Drissell,5.6358102,0.1391478
GS Drissell,6.0059083,0.1982634
DM Hogg,7.119452,-0.5014629
DM Hogg,4.9648059,-0.7685787
DM Hogg,10.4289913,-0.7989119
DM Hogg,5.7775383,-0.8019117
GS Drissell,7.0804212,-0.2427192
GS Drissell,4.2083155,-0.120503
DM Hogg,8.2958026,-0.670948
DM Hogg,6.3302675,-0.5591828
GS Drissell,5.2010676,-0.3314574
GS Drissell,5.7242622,-0.4406596
GS Drissell,5.2157589,-0.6432783
DM Hogg,6.2444723,-0.3171982
DM Hogg,8.4866221,-0.718724
DM Hogg,8.125143,-0.642057
DM Hogg,8.1158852,-0.4671511
DM Hogg,8.2368068,-0.6639874
GS Drissell,4.6943979,-0.4547381
GS Drissell,5.4690682,-0.5913864
GS Drissell,3.5222653,-0.2003422
GS Drissell,4.7681776,-0.0182313
DM Hogg,4.0194644,-0.4748887
DM Hogg,5.985224,-0.4809473
DM Hogg,7.4325491,-0.7089221
GS Drissell,5.4660277,-0.4460773
GS Drissell,5.2147862,-0.3999873
DM Hogg,6.4423314,-0.5003187
DM Hogg,5.5461036,-0.3844366
DM Hogg,6.6682732,-0.6405985
DM Hogg,5.3838818,-0.3538803
GS Drissell,5.335523,-0.2001862
GS Drissell,5.7315977,-0.4073501
MJ Potts,6.6183883,-0.684632
MJ Potts,6.6206646,-0.6923675
MJ Potts,5.7948642,-0.6741555
GS Drissell,5.551583,-0.273136
GS Drissell,3.7841394,-0.0590208
MJ Potts,5.0815392,-0.5219715
MJ Potts,7.8077786,-0.6114579
MJ Potts,7.6931324,-0.5780163
MJ Potts,6.3625553,-0.4701765
MJ Potts,7.4852226,-0.5845318
GS Drissell,5.8811524,-0.3057998
GS Drissell,6.7371403,0.2717905
MJ Potts,7.6069361,-0.5668936
MJ Potts,6.8485857,-0.4729938
MJ Potts,4.5097361,-0.8678748
GS Drissell,4.3020377,-0.3433364
GS Drissell,5.5353882,-0.1373482
GS Drissell,6.6524563,0.0664733
GS Drissell,5.4489949,-0.1334332
GS Drissell,3.8283223,-0.0252277
MJ Potts,8.0279337,-0.6195225
MJ Potts,7.211457,-0.4671672
GS Drissell,4.3719847,-0.4328884
GS Drissell,5.5947193,-0.0294343
GS Drissell,5.6086557,0.1495072
WMH Rhodes,9.4979579,-0.6815846
WMH Rhodes,5.1069763,-0.9142614
WMH Rhodes,7.2874532,-0.5333433
WMH Rhodes,2.680987,-0.8383381
WMH Rhodes,7.912113,-0.6237005
GS Drissell,5.5178715,-0.3447253
GS Drissell,5.7657658,0.0715013
WMH Rhodes,6.6653225,-0.9048606
WMH Rhodes,3.8995401,-0.2585291
WMH Rhodes,5.3309917,-0.5646084
WMH Rhodes,9.8425585,-0.4650222
WMH Rhodes,7.6534376,-0.5237104
GS Drissell,6.9515455,-0.5363313
GS Drissell,5.1729963,-0.2089718
GS Drissell,5.409954,-0.6456899
GS Drissell,5.2284679,-0.4645323
WMH Rhodes,4.1568501,-0.745868
WMH Rhodes,6.7208369,-0.3631203
WMH Rhodes,5.8642383,-0.2266864
WMH Rhodes,7.6100371,-0.2069389
WMH Rhodes,6.3027113,-0.8584636
CN Ackermann,5.8902012,-0.1487217
CN Ackermann,7.2785375,-0.3740232
WMH Rhodes,3.5065522,-0.5058242
WMH Rhodes,6.7288638,-0.1889836
WMH Rhodes,5.5722413,-0.1774183
WMH Rhodes,8.2993745,-0.8012891
WMH Rhodes,5.3998181,-0.2526998
WMH Rhodes,4.3172907,-0.6219517
CN Ackermann,7.1693143,-0.4347299
CN Ackermann,7.393125,-0.4827528
CN Ackermann,7.2204597,-0.3632417
CN Ackermann,5.3688681,-0.2202276
WMH Rhodes,5.6880167,-0.1130475
WMH Rhodes,6.25774,-0.4641537
WMH Rhodes,6.5464702,-0.9170716
WMH Rhodes,4.516875,-0.3792364
WMH Rhodes,5.687165,-0.380815
CN Ackermann,7.09928,0.2308905
CN Ackermann,5.591147,-0.3041282
CN Ackermann,6.3334824,-0.3636449
CN Ackermann,3.3227355,0.3239724
WMH Rhodes,7.0902832,0.4198516
WMH Rhodes,6.8331218,-0.2204847
WMH Rhodes,8.1578684,0.401756
WMH Rhodes,7.0271511,-0.4908203
WMH Rhodes,6.0178163,-0.4648224
WMH Rhodes,6.1705147,0.1099281
CN Ackermann,7.628513,-0.3180837
CN Ackermann,5.0471479,-0.2943339
CN Ackermann,5.4965172,0.3376434
CN Ackermann,6.5058697,-0.6135239
WMH Rhodes,4.9254968,-0.3519366
WMH Rhodes,5.1979991,-0.8912666
WMH Rhodes,6.7125156,-0.4076439
WMH Rhodes,7.0405061,-0.3807234
WMH Rhodes,6.6293942,-0.2966107
WMH Rhodes,6.5402881,-0.4954279
CN Ackermann,5.6146398,-0.4498662
CN Ackermann,5.9659733,-0.4109988
CN Ackermann,4.7527811,-0.1244396
CN Ackermann,6.369023,-0.4084726
DM Hogg,7.0020859,-0.5192727
DM Hogg,5.3604279,-0.6544749
MD Fisher,7.5833724,-0.1468015
MD Fisher,8.7738675,-0.0726881
MD Fisher,8.2785765,0.307227
MD Fisher,6.8238565,-0.0330531
MD Fisher,7.8891229,-0.3262188
MD Fisher,8.5136631,-0.2864957
DJ Worrall,5.730267,0.032945
MD Fisher,7.4415757,-0.0741103
MD Fisher,6.8578549,0.1814074
MD Fisher,5.9885653,0.1369096
DJ Worrall,5.6228798,-0.3248388
DJ Worrall,7.0362212,0.0443148
MD Fisher,6.2333511,0.3374802
MD Fisher,7.0382564,-0.0099812
DJ Worrall,6.281238,0.0800339
MD Fisher,7.376015,0.1323502
MD Fisher,7.9281653,0.227318
DJ Worrall,7.3000469,-0.0447325
DJ Worrall,4.9890743,0.166358
MD Fisher,6.8977457,0.6035315
DJ Worrall,6.2953319,-0.0450364
J Clark,6.5374553,0.2438247
J Clark,5.7874508,0.2270781
J Clark,3.7122063,0.2290404
J Clark,5.1057069,0.2760113
J Clark,4.5573404,0.0166669
J Clark,3.2516657,0.4096741
J Clark,6.9934139,0.4079354
J Clark,6.6010643,0.4100616
J Clark,7.1391524,0.315063
J Clark,7.0430465,0.4827554
J Clark,7.7103716,0.3470325
J Clark,3.3715124,0.1368107
TE Lawes,8.3903908,-0.3240239
J Clark,5.9715858,0.3365081
J Clark,7.4106483,0.5195737
J Clark,5.5080533,0.3109442
J Clark,6.6906037,0.31914
J Clark,7.5274548,0.3379882
WG Jacks,4.6737377,0.0320876
J Clark,6.7847704,0.2321918
J Clark,4.5085059,0.1200483
J Clark,7.2264397,0.6059352
J Clark,7.3995659,0.7707843
WG Jacks,4.1066868,0.215845
WG Jacks,5.0303851,0.251147
WG Jacks,5.1164665,0.1684133
DW Lawrence,4.0968701,0.1317733
DW Lawrence,4.2188351,0.4226643
DW Lawrence,6.2784998,0.1864204
DW Lawrence,4.2069624,0.1868754
DW Lawrence,3.2377001,0.1267419
DW Lawrence,4.4032127,0.4105208
DJ Worrall,6.3599933,0.2367025
MD Fisher,7.2015156,-0.0499784
MD Fisher,5.3522371,0.039961
MD Fisher,7.6043602,-0.057851
MD Fisher,7.6006676,0.0753505
DJ Worrall,7.9143199,-0.0348167
DJ Worrall,5.5424535,0.0139315
DJ Worrall,6.0488641,0.280436
MD Fisher,6.9603341,0.260387
MD Fisher,7.9098061,-0.0738138
MD Fisher,6.2825463,-0.020545
MD Fisher,7.5863809,-0.2127225
MD Fisher,6.6981646,0.2831123
DJ Worrall,8.5936728,-0.1704206
DJ Worrall,7.1700486,-0.1330823
MD Fisher,6.3073379,0.0382921
MD Fisher,8.4360379,-0.2452749
MD Fisher,6.5533852,0.1789525
MD Fisher,7.4122827,0.0295221
MD Fisher,7.8358346,-0.0800609
DJ Worrall,8.561855,-0.2737546
MD Fisher,6.3202801,-0.1021829
MD Fisher,6.0400238,-0.0137088
MD Fisher,7.1433251,-0.1124577
MD Fisher,7.2616417,-0.3294002
DJ Worrall,8.3465973,-0.0365261
MD Fisher,4.535255,0.3730251
MD Fisher,7.575695,-0.4230967
MD Fisher,6.4893104,-0.3880457
SM Curran,8.0789684,-0.330919
SM Curran,8.3938117,-0.0668521
SM Curran,7.0898338,-0.2019714
SM Curran,5.9030922,-0.3568013
SM Curran,6.9139723,-0.0297138
J Clark,10.5383336,-0.3580412
SM Curran,8.3207998,0.1935874
SM Curran,7.6069115,0.3334806
SM Curran,5.8870816,0.2256918
SM Curran,7.2519033,0.1065189
SM Curran,7.9871345,-0.0786838
SM Curran,5.9186429,-0.0582703
J Clark,5.9572901,-0.1564301
SM Curran,8.4092235,-0.0619967
SM Curran,6.4523915,-0.0248921
SM Curran,6.7282372,-0.1058161
SM Curran,6.1329443,-0.1317114
SM Curran,6.4361794,-0.1982038
SM Curran,7.3229893,-0.1710393
SM Curran,7.3844023,0.2795529
SM Curran,7.8095611,0.141309
SM Curran,7.0110029,0.0551374
SM Curran,6.638803,-0.0803395
SM Curran,4.7410613,-0.2838957
SM Curran,6.931746,0.0299696
SM Curran,6.4710038,-0.3079298
SM Curran,5.9056189,-0.0276734
SM Curran,6.671911,-0.0169126
SM Curran,7.4252568,0.1274463
SM Curran,8.6199772,0.0671562
TE Lawes,7.3831917,0.0483958
SM Curran,8.1691218,-0.0840814
SM Curran,7.6463224,-0.0884766
SM Curran,6.7725895,-0.1017516
SM Curran,7.0289696,0.0121649
SM Curran,6.9721639,0.3087677
SM Curran,6.0092512,0.1258523
SM Curran,9.5062036,-0.0133122
SM Curran,6.6561107,0.0285726
SM Curran,6.7078293,-0.0826692
SM Curran,6.2063538,-0.1685905
WG Jacks,4.806975,0.3307488
WG Jacks,6.2866065,0.2598342
WG Jacks,4.2321731,-0.1165597
WG Jacks,4.7040025,0.3524374
J Clark,7.8907606,0.610626
J Clark,6.7207667,0.3357261
J Clark,7.1309795,0.4113299
J Clark,7.593325,0.4520926
J Clark,7.6059495,0.6428615
J Clark,8.9817792,-0.594813
J Clark,5.4071738,0.3001551
J Clark,6.4343477,-0.4295184
J Clark,11.7418947,-0.6050366
J Clark,7.6427473,-0.3411256
WG Jacks,3.3095638,0.1465424
WG Jacks,4.1522837,-0.4891044
SM Curran,6.1687696,0.2728074
SM Curran,8.4406419,0.3010834
SM Curran,5.138856,0.4856149
SM Curran,7.0873881,0.3405912
SM Curran,3.9308303,0.3571328
SM Curran,7.0440753,0.2122094
WG Jacks,4.7622583,-0.2742872
SM Curran,6.0761057,0.2457249
SM Curran,6.4921456,0.0541409
SM Curran,7.7557789,0.1028797
SM Curran,7.8871047,0.0126169
SM Curran,6.4033156,-0.0021613
SM Curran,5.1810562,-0.0294045
SM Curran,7.103102,0.2914842
SM Curran,7.0611397,0.3432636
SM Curran,6.6396474,0.1051486
SM Curran,7.5403887,-0.5048352
MD Fisher,6.0430844,-0.0881129
MD Fisher,3.520413,-0.3191022
MD Fisher,6.0152222,-0.1072599
MD Fisher,5.9401759,-0.3894854
MD Fisher,11.6875686,-0.2549148
MD Fisher,6.2683981,-0.0864635
MD Fisher,7.0822419,-0.2643776
MD Fisher,10.0810037,-0.1666136
MD Fisher,9.2187234,0.363924
